,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2019 Zweckbestimmung,Ist 2019
0,010123201,1,1,23201,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1085500.0,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1096875.0
1,010152901,1,1,52901,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,1070598.98,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,900892.74
2,010168101,1,1,68101,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1341480.99,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1347996.2
3,010168401,1,1,68401,Deutsche Künstlerhilfe,3123801.79,Deutsche Künstlerhilfe,3396875.0
4,010142101,1,1,42101,Bezüge des Bundespräsidenten,259498.56,Bezüge des Bundespräsidenten,249077.04
5,010142102,1,1,42102,Aufwandsgeld,78000.0,Aufwandsgeld,78000.0
6,011123257,1,11,23257,Beteiligung an den Versorgungslasten des Bundes,107670.44,Beteiligung an den Versorgungslasten des Bundes,38814.58
7,011154201,1,11,54201,Öffentlichkeitsarbeit,318412.31,Öffentlichkeitsarbeit,314345.05
8,011143157,1,11,43157,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,826115.29,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,1103868.63
9,011143257,1,11,43257,Versorgungsbezüge,3364817.39,Versorgungsbezüge,3353746.04
10,011143457,1,11,43457,Zuführung an die Versorgungsrücklage,186772.13,Zuführung an die Versorgungsrücklage,195178.79
11,011144657,1,11,44657,Beihilfen aufgrund der Beihilfevorschriften,927317.55,Beihilfen aufgrund der Beihilfevorschriften,1052467.57
12,011142401,1,11,42401,Zuführung an die Versorgungsrücklage,144448.26,Zuführung an die Versorgungsrücklage,178760.71
