,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2016 Zweckbestimmung,Ist 2016
0,010123201,1,1,23201,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1085500.0,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1104678.27
1,010152901,1,1,52901,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,1070598.98,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,779847.86
2,010168101,1,1,68101,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1341480.99,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1347980.46
3,010168401,1,1,68401,Deutsche Künstlerhilfe,3123801.79,Deutsche Künstlerhilfe,3404678.27
4,010142101,1,1,42101,Bezüge des Bundespräsidenten,259498.56,Bezüge des Bundespräsidenten,230140.4
5,010142102,1,1,42102,Aufwandsgeld,78000.0,Aufwandsgeld,78000.0
6,011123257,1,11,23257,Beteiligung an den Versorgungslasten des Bundes,107670.44,Beteiligung an den Versorgungslasten des Bundes,186441.13
7,011154201,1,11,54201,Öffentlichkeitsarbeit,318412.31,Öffentlichkeitsarbeit,128620.31
8,011143157,1,11,43157,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,826115.29,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,957677.84
9,011143257,1,11,43257,Versorgungsbezüge,3364817.39,Versorgungsbezüge,3139128.28
10,011143457,1,11,43457,Zuführung an die Versorgungsrücklage,186772.13,Zuführung an die Versorgungsrücklage,157135.9
11,011144657,1,11,44657,Beihilfen aufgrund der Beihilfevorschriften,927317.55,Beihilfen aufgrund der Beihilfevorschriften,1046763.2
12,011142401,1,11,42401,Zuführung an die Versorgungsrücklage,144448.26,Zuführung an die Versorgungsrücklage,83188.85
13,011144101,1,11,44101,Beihilfen aufgrund der Beihilfevorschriften,350288.67,Beihilfen aufgrund der Beihilfevorschriften,200398.94
14,011144301,1,11,44301,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,73873.2,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,40831.26
15,011145202,1,11,45202,Unfallversicherung Bund und Bahn,13098.52,Unfallversicherung Bund und Bahn,4515.63
16,011152601,1,11,52601,Gerichts- und ähnliche Kosten,26957.17,Gerichts- und ähnliche Kosten,5546.3
17,011152602,1,11,52602,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",31283.03,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",38406.68
18,011154501,1,11,54501,"Konferenzen, Tagungen, Messen und Ausstellungen",2402010.01,"Konferenzen, Tagungen, Messen und Ausstellungen",1180039.33
19,011163403,1,11,63403,Zuweisungen an den Versorgungsfonds,855563.01,Zuweisungen an den Versorgungsfonds,354802.56
20,011211999,1,12,11999,Vermischte Einnahmen,4250.0,Vermischte Einnahmen,1895.4
21,011212401,1,12,12401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",2400.0,"Einnahmen aus Vermietung, Verpachtung und Nutzung",15150.0
22,011213201,1,12,13201,Erlöse aus der Veräußerung von beweglichen Sachen,6813.36,Erlöse aus der Veräußerung von beweglichen Sachen,26446.96
23,011242201,1,12,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6859904.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,4371728.32
24,011242709,1,12,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1106216.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",955858.8
25,011242801,1,12,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,10552513.6,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6685353.99
26,011245301,1,12,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",28377.68,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",21614.5
27,011251101,1,12,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1195006.4,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",837526.66
28,011251401,1,12,51401,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",179118.66,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",86045.14
29,011251701,1,12,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2952352.9,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2034086.13
30,011251801,1,12,51801,Mieten und Pachten,299733.95,Mieten und Pachten,258918.26
31,011251901,1,12,51901,Unterhaltung der Grundstücke und baulichen Anlagen,1417980.82,Unterhaltung der Grundstücke und baulichen Anlagen,1106594.33
32,011252501,1,12,52501,Aus- und Fortbildung,119293.12,Aus- und Fortbildung,50993.71
33,011252701,1,12,52701,Dienstreisen,257615.55,Dienstreisen,209738.29
34,011253201,1,12,53201,Aufträge und Dienstleistungen im Bereich Informationstechnik,741562.58,Aufträge und Dienstleistungen im Bereich Informationstechnik,117172.7
35,011253204,1,12,53204,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1758449.35,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1423283.46
36,011253205,1,12,53205,Kosten für Orden und Ehrenzeichen,205950.22,Kosten für Orden und Ehrenzeichen,65795.04
37,011253999,1,12,53999,Vermischte Verwaltungsausgaben,96445.28,Vermischte Verwaltungsausgaben,55072.66
38,011271101,1,12,71101,"Kleine Neu-, Um- und Erweiterungsbauten",446028.96,"Kleine Neu-, Um- und Erweiterungsbauten",462895.25
39,011281201,1,12,81201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",118992.97,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",138724.05
40,011281202,1,12,81202,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",496552.21,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",331073.5
