,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2012 Zweckbestimmung,Ist 2012
0,010123201,1,1,23201,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1085500.0,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1083796.31
1,010152901,1,1,52901,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,1070598.98,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,584973.18
2,010168101,1,1,68101,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1341480.99,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1347209.82
3,010168401,1,1,68401,Deutsche Künstlerhilfe,3123801.79,Deutsche Künstlerhilfe,3283896.31
4,010142101,1,1,42101,Bezüge des Bundespräsidenten,259498.56,Bezüge des Bundespräsidenten,198840.92
5,010142102,1,1,42102,Aufwandsgeld,78000.0,Aufwandsgeld,67935.48
6,050111999,5,1,11999,Vermischte Einnahmen,27631703.32,Vermischte Einnahmen,84090.76
7,050211999,5,2,11999,Vermischte Einnahmen,2401193.1,Vermischte Einnahmen,7917490.61
8,050253999,5,2,53999,Vermischte Verwaltungsausgaben,112334.84,Vermischte Verwaltungsausgaben,196937.59
9,050268111,5,2,68111,Verleihung von Preisen im Rahmen bilateraler Beziehungen,10000.0,Unterstützungen für zurückgekehrte arbeitslose Bedienstete internationaler Organisationen,214429.11
10,050411999,5,4,11999,Vermischte Einnahmen,7030368.01,Vermischte Einnahmen,6387026.19
11,050468111,5,4,68111,"Stipendien, Austauschmaßnahmen und Beihilfen für Nachwuchswissenschaftler, Studierende und Hochschulpraktikanten aus dem Ausland sowie Betreuung und Nachbetreuung",33934628.25,"Stipendien, Austauschmaßnahmen und Beihilfen für Nachwuchswissenschaftler, Studierende und Hochschulpraktikanten aus dem Ausland sowie Betreuung und Nachbetreuung",137499091.44
12,050468712,5,4,68712,"Beziehungen zwischen deutschen und ausländischen Wissenschaftlern, Studierenden und Hochschulen einschließlich Gerätespenden an ausländische wissenschaftliche Institutionen",57542.38,"Beziehungen zwischen deutschen und ausländischen Wissenschaftlern, Studierenden und Hochschulen einschließlich Gerätespenden an ausländische wissenschaftliche Institutionen",53988131.95
13,050468715,5,4,68715,Programmarbeit,26382885.34,Programmarbeit,23540252.24
14,050468716,5,4,68716,Förderung der deutschen Sprache im Ausland sowie kultur- und bildungspolitische Förderung deutscher Minderheiten in MOE und GUS,8716806.07,Förderung der deutschen Sprache im Ausland sowie kultur- und bildungspolitische Förderung deutscher Minderheiten in MOE und GUS,12870469.48
15,050468717,5,4,68717,Internationale Aktivitäten gesellschaftlicher Gruppen und deutsch-ausländischer Kultureinrichtungen im Inland und Ausland,17739382.1,Internationale Aktivitäten gesellschaftlicher Gruppen und deutsch-ausländischer Kultureinrichtungen im Inland und Ausland,11044431.07
