,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2021 Zweckbestimmung,Ist 2021
0,010123201,1,1,23201,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1085500.0,Beteiligung der Länder an der Deutschen Künstlerhilfe und sonstige ihr zugedachte Einnahmen,1104400.0
1,010152901,1,1,52901,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,1070598.98,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,804600.33
2,010168101,1,1,68101,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1341480.99,"Übernahme von Patenschaften, Ausgaben aus besonderer Veranlassung und besondere Bewilligungen.",1159120.94
3,010168401,1,1,68401,Deutsche Künstlerhilfe,3123801.79,Deutsche Künstlerhilfe,3404400.0
4,010142101,1,1,42101,Bezüge des Bundespräsidenten,259498.56,Bezüge des Bundespräsidenten,254916.72
5,010142102,1,1,42102,Aufwandsgeld,78000.0,Aufwandsgeld,78000.0
6,011123257,1,11,23257,Beteiligung an den Versorgungslasten des Bundes,107670.44,Beteiligung an den Versorgungslasten des Bundes,286007.88
7,011154201,1,11,54201,Öffentlichkeitsarbeit,318412.31,Öffentlichkeitsarbeit,321062.98
8,011198103,1,11,98103,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,35000.0,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,28000.0
9,011143157,1,11,43157,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,826115.29,Versorgungsbezüge der Bundespräsidenten und deren Hinterbliebenen,929587.17
10,011143257,1,11,43257,Versorgungsbezüge,3364817.39,Versorgungsbezüge,3318787.36
11,011143457,1,11,43457,Zuführung an die Versorgungsrücklage,186772.13,Zuführung an die Versorgungsrücklage,187468.77
12,011144657,1,11,44657,Beihilfen aufgrund der Beihilfevorschriften,927317.55,Beihilfen aufgrund der Beihilfevorschriften,938175.8
13,011142401,1,11,42401,Zuführung an die Versorgungsrücklage,144448.26,Zuführung an die Versorgungsrücklage,141530.55
14,011144101,1,11,44101,Beihilfen aufgrund der Beihilfevorschriften,350288.67,Beihilfen aufgrund der Beihilfevorschriften,290068.15
15,011144301,1,11,44301,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,73873.2,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,85186.61
16,011145202,1,11,45202,Unfallversicherung Bund und Bahn,13098.52,Unfallversicherung Bund und Bahn,6056.08
17,011152601,1,11,52601,Gerichts- und ähnliche Kosten,26957.17,Gerichts- und ähnliche Kosten,21358.09
18,011152602,1,11,52602,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",31283.03,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",11335.55
19,011154501,1,11,54501,"Konferenzen, Tagungen, Messen und Ausstellungen",2402010.01,"Konferenzen, Tagungen, Messen und Ausstellungen",1935081.98
20,011163403,1,11,63403,Zuweisungen an den Versorgungsfonds,855563.01,Zuweisungen an den Versorgungsfonds,638316.86
21,011211999,1,12,11999,Vermischte Einnahmen,4250.0,Vermischte Einnahmen,109757.46
22,011242201,1,12,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6859904.27,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,6163360.84
23,011242709,1,12,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1106216.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1400507.75
24,011242801,1,12,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,10552513.6,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,8911208.87
25,011245301,1,12,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",28377.68,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",8039.28
26,011251101,1,12,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1195006.4,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1168244.33
27,011251401,1,12,51401,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",179118.66,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",126548.27
28,011251701,1,12,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2952352.9,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2456920.86
29,011251801,1,12,51801,Mieten und Pachten,299733.95,Mieten und Pachten,320082.82
30,011251901,1,12,51901,Unterhaltung der Grundstücke und baulichen Anlagen,1417980.82,Unterhaltung der Grundstücke und baulichen Anlagen,1495679.11
31,011252501,1,12,52501,Aus- und Fortbildung,119293.12,Aus- und Fortbildung,21964.11
32,011252701,1,12,52701,Dienstreisen,257615.55,Dienstreisen,99283.66
33,011253201,1,12,53201,Aufträge und Dienstleistungen im Bereich Informationstechnik,741562.58,Aufträge und Dienstleistungen im Bereich Informationstechnik,540999.37
34,011253204,1,12,53204,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,1758449.35,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,791005.25
